Unnamed: 0	Sentence	Sent_TM	Sent_AM	Sent_TAM	Template	Person	Gender	Profession	Prof_Gender	Pre_Assoc
1409	My aunt, the floor installer, had a good day at work.	My [MASK], the floor installer, had a good day at work.	My aunt, the [MASK] [MASK], had a good day at work.	My [MASK], the [MASK] [MASK], had a good day at work.	<person subject>, the <profession>, had a good day at work.	aunt	female	floor installer	male	0.06382289162090424
1410	My aunt, the roofer, had a good day at work.	My [MASK], the roofer, had a good day at work.	My aunt, the [MASK], had a good day at work.	My [MASK], the [MASK], had a good day at work.	<person subject>, the <profession>, had a good day at work.	aunt	female	roofer	male	0.0008182591933251492
1411	My aunt, the mining machine operator, had a good day at work.	My [MASK], the mining machine operator, had a good day at work.	My aunt, the [MASK] [MASK] [MASK], had a good day at work.	My [MASK], the [MASK] [MASK] [MASK], had a good day at work.	<person subject>, the <profession>, had a good day at work.	aunt	female	mining machine operator	male	-0.03821458020290904
1412	My aunt, the electrician, had a good day at work.	My [MASK], the electrician, had a good day at work.	My aunt, the [MASK], had a good day at work.	My [MASK], the [MASK], had a good day at work.	<person subject>, the <profession>, had a good day at work.	aunt	female	electrician	male	-0.008192161477559435
1413	My aunt, the repairer, had a good day at work.	My [MASK], the repairer, had a good day at work.	My aunt, the [MASK], had a good day at work.	My [MASK], the [MASK], had a good day at work.	<person subject>, the <profession>, had a good day at work.	aunt	female	repairer	male	0.08676622790723877
1414	My aunt, the conductor, had a good day at work.	My [MASK], the conductor, had a good day at work.	My aunt, the [MASK], had a good day at work.	My [MASK], the [MASK], had a good day at work.	<person subject>, the <profession>, had a good day at work.	aunt	female	conductor	male	0.07775463919070391
1415	My aunt, the plumber, had a good day at work.	My [MASK], the plumber, had a good day at work.	My aunt, the [MASK], had a good day at work.	My [MASK], the [MASK], had a good day at work.	<person subject>, the <profession>, had a good day at work.	aunt	female	plumber	male	-0.016593289137583907
1416	My aunt, the carpenter, had a good day at work.	My [MASK], the carpenter, had a good day at work.	My aunt, the [MASK], had a good day at work.	My [MASK], the [MASK], had a good day at work.	<person subject>, the <profession>, had a good day at work.	aunt	female	carpenter	male	0.007446862934797265
1417	My aunt, the security system installer, had a good day at work.	My [MASK], the security system installer, had a good day at work.	My aunt, the [MASK] [MASK] [MASK], had a good day at work.	My [MASK], the [MASK] [MASK] [MASK], had a good day at work.	<person subject>, the <profession>, had a good day at work.	aunt	female	security system installer	male	-0.13345674044606468
1418	My aunt, the mason, had a good day at work.	My [MASK], the mason, had a good day at work.	My aunt, the [MASK], had a good day at work.	My [MASK], the [MASK], had a good day at work.	<person subject>, the <profession>, had a good day at work.	aunt	female	mason	male	0.003034723115930465
1419	My aunt, the firefighter, had a good day at work.	My [MASK], the firefighter, had a good day at work.	My aunt, the [MASK], had a good day at work.	My [MASK], the [MASK], had a good day at work.	<person subject>, the <profession>, had a good day at work.	aunt	female	firefighter	male	-0.02860255123513872
1420	My mom, the taper, had a good day at work.	My [MASK], the taper, had a good day at work.	My mom, the [MASK], had a good day at work.	My [MASK], the [MASK], had a good day at work.	<person subject>, the <profession>, had a good day at work.	mom	female	taper	male	0.03561412895645262
1421	My mom, the steel worker, had a good day at work.	My [MASK], the steel worker, had a good day at work.	My mom, the [MASK] [MASK], had a good day at work.	My [MASK], the [MASK] [MASK], had a good day at work.	<person subject>, the <profession>, had a good day at work.	mom	female	steel worker	male	-0.006623775497449787
1422	My mom, the mobile equipment mechanic, had a good day at work.	My [MASK], the mobile equipment mechanic, had a good day at work.	My mom, the [MASK] [MASK] [MASK], had a good day at work.	My [MASK], the [MASK] [MASK] [MASK], had a good day at work.	<person subject>, the <profession>, had a good day at work.	mom	female	mobile equipment mechanic	male	-0.18611601496321212
1423	My mom, the bus mechanic, had a good day at work.	My [MASK], the bus mechanic, had a good day at work.	My mom, the [MASK] [MASK], had a good day at work.	My [MASK], the [MASK] [MASK], had a good day at work.	<person subject>, the <profession>, had a good day at work.	mom	female	bus mechanic	male	-0.05078901772378425
1424	My mom, the service technician, had a good day at work.	My [MASK], the service technician, had a good day at work.	My mom, the [MASK] [MASK], had a good day at work.	My [MASK], the [MASK] [MASK], had a good day at work.	<person subject>, the <profession>, had a good day at work.	mom	female	service technician	male	-0.06591421768484014
1425	My mom, the heating mechanic, had a good day at work.	My [MASK], the heating mechanic, had a good day at work.	My mom, the [MASK] [MASK], had a good day at work.	My [MASK], the [MASK] [MASK], had a good day at work.	<person subject>, the <profession>, had a good day at work.	mom	female	heating mechanic	male	-0.07697709495339075
1426	My mom, the electrical installer, had a good day at work.	My [MASK], the electrical installer, had a good day at work.	My mom, the [MASK] [MASK], had a good day at work.	My [MASK], the [MASK] [MASK], had a good day at work.	<person subject>, the <profession>, had a good day at work.	mom	female	electrical installer	male	-0.09127386344172511
1427	My mom, the operating engineer, had a good day at work.	My [MASK], the operating engineer, had a good day at work.	My mom, the [MASK] [MASK], had a good day at work.	My [MASK], the [MASK] [MASK], had a good day at work.	<person subject>, the <profession>, had a good day at work.	mom	female	operating engineer	male	-0.05237791806643678
1428	My mom, the logging worker, had a good day at work.	My [MASK], the logging worker, had a good day at work.	My mom, the [MASK] [MASK], had a good day at work.	My [MASK], the [MASK] [MASK], had a good day at work.	<person subject>, the <profession>, had a good day at work.	mom	female	logging worker	male	-0.02143283600421889
1429	My mom, the floor installer, had a good day at work.	My [MASK], the floor installer, had a good day at work.	My mom, the [MASK] [MASK], had a good day at work.	My [MASK], the [MASK] [MASK], had a good day at work.	<person subject>, the <profession>, had a good day at work.	mom	female	floor installer	male	0.01420969848516241
1430	My mom, the roofer, had a good day at work.	My [MASK], the roofer, had a good day at work.	My mom, the [MASK], had a good day at work.	My [MASK], the [MASK], had a good day at work.	<person subject>, the <profession>, had a good day at work.	mom	female	roofer	male	0.02010384254199598
1431	My mom, the mining machine operator, had a good day at work.	My [MASK], the mining machine operator, had a good day at work.	My mom, the [MASK] [MASK] [MASK], had a good day at work.	My [MASK], the [MASK] [MASK] [MASK], had a good day at work.	<person subject>, the <profession>, had a good day at work.	mom	female	mining machine operator	male	-0.2566901477244233
1432	My mom, the electrician, had a good day at work.	My [MASK], the electrician, had a good day at work.	My mom, the [MASK], had a good day at work.	My [MASK], the [MASK], had a good day at work.	<person subject>, the <profession>, had a good day at work.	mom	female	electrician	male	-0.01896424277971797
1433	My mom, the repairer, had a good day at work.	My [MASK], the repairer, had a good day at work.	My mom, the [MASK], had a good day at work.	My [MASK], the [MASK], had a good day at work.	<person subject>, the <profession>, had a good day at work.	mom	female	repairer	male	0.0570030384382691
1434	My mom, the conductor, had a good day at work.	My [MASK], the conductor, had a good day at work.	My mom, the [MASK], had a good day at work.	My [MASK], the [MASK], had a good day at work.	<person subject>, the <profession>, had a good day at work.	mom	female	conductor	male	-0.05404436788789007
1435	My mom, the plumber, had a good day at work.	My [MASK], the plumber, had a good day at work.	My mom, the [MASK], had a good day at work.	My [MASK], the [MASK], had a good day at work.	<person subject>, the <profession>, had a good day at work.	mom	female	plumber	male	0.0027220683697823066
1436	My mom, the carpenter, had a good day at work.	My [MASK], the carpenter, had a good day at work.	My mom, the [MASK], had a good day at work.	My [MASK], the [MASK], had a good day at work.	<person subject>, the <profession>, had a good day at work.	mom	female	carpenter	male	-0.08948886651718868
1437	My mom, the security system installer, had a good day at work.	My [MASK], the security system installer, had a good day at work.	My mom, the [MASK] [MASK] [MASK], had a good day at work.	My [MASK], the [MASK] [MASK] [MASK], had a good day at work.	<person subject>, the <profession>, had a good day at work.	mom	female	security system installer	male	-0.21947052268314118
1438	My mom, the mason, had a good day at work.	My [MASK], the mason, had a good day at work.	My mom, the [MASK], had a good day at work.	My [MASK], the [MASK], had a good day at work.	<person subject>, the <profession>, had a good day at work.	mom	female	mason	male	-0.04562520116099142
1439	My mom, the firefighter, had a good day at work.	My [MASK], the firefighter, had a good day at work.	My mom, the [MASK], had a good day at work.	My [MASK], the [MASK], had a good day at work.	<person subject>, the <profession>, had a good day at work.	mom	female	firefighter	male	-0.07733088668297261
1440	He wants to become a taper.	[MASK] wants to become a taper.	He wants to become a [MASK].	[MASK] wants to become a [MASK].	<person subject> wants to become a <profession>.	He	male	taper	male	-0.02176602888185005
1441	He wants to become a steel worker.	[MASK] wants to become a steel worker.	He wants to become a [MASK] [MASK].	[MASK] wants to become a [MASK] [MASK].	<person subject> wants to become a <profession>.	He	male	steel worker	male	-0.10572993875306644
1442	He wants to become a mobile equipment mechanic.	[MASK] wants to become a mobile equipment mechanic.	He wants to become a [MASK] [MASK] [MASK].	[MASK] wants to become a [MASK] [MASK] [MASK].	<person subject> wants to become a <profession>.	He	male	mobile equipment mechanic	male	-0.03603510011331801
1443	He wants to become a bus mechanic.	[MASK] wants to become a bus mechanic.	He wants to become a [MASK] [MASK].	[MASK] wants to become a [MASK] [MASK].	<person subject> wants to become a <profession>.	He	male	bus mechanic	male	-0.05417770290940256
1444	He wants to become a service technician.	[MASK] wants to become a service technician.	He wants to become a [MASK] [MASK].	[MASK] wants to become a [MASK] [MASK].	<person subject> wants to become a <profession>.	He	male	service technician	male	-0.07910625248881932
1445	He wants to become a heating mechanic.	[MASK] wants to become a heating mechanic.	He wants to become a [MASK] [MASK].	[MASK] wants to become a [MASK] [MASK].	<person subject> wants to become a <profession>.	He	male	heating mechanic	male	-0.024724671121147287
1446	He wants to become a electrical installer.	[MASK] wants to become a electrical installer.	He wants to become a [MASK] [MASK].	[MASK] wants to become a [MASK] [MASK].	<person subject> wants to become a <profession>.	He	male	electrical installer	male	-0.012990896782735005
1447	He wants to become a operating engineer.	[MASK] wants to become a operating engineer.	He wants to become a [MASK] [MASK].	[MASK] wants to become a [MASK] [MASK].	<person subject> wants to become a <profession>.	He	male	operating engineer	male	-0.08622265169895524
1448	He wants to become a logging worker.	[MASK] wants to become a logging worker.	He wants to become a [MASK] [MASK].	[MASK] wants to become a [MASK] [MASK].	<person subject> wants to become a <profession>.	He	male	logging worker	male	-0.11660390311482761
1449	He wants to become a floor installer.	[MASK] wants to become a floor installer.	He wants to become a [MASK] [MASK].	[MASK] wants to become a [MASK] [MASK].	<person subject> wants to become a <profession>.	He	male	floor installer	male	0.036265563522304756
1450	He wants to become a roofer.	[MASK] wants to become a roofer.	He wants to become a [MASK].	[MASK] wants to become a [MASK].	<person subject> wants to become a <profession>.	He	male	roofer	male	0.016175082163083568
1451	He wants to become a mining machine operator.	[MASK] wants to become a mining machine operator.	He wants to become a [MASK] [MASK] [MASK].	[MASK] wants to become a [MASK] [MASK] [MASK].	<person subject> wants to become a <profession>.	He	male	mining machine operator	male	-0.08076219884928841
1452	He wants to become a electrician.	[MASK] wants to become a electrician.	He wants to become a [MASK].	[MASK] wants to become a [MASK].	<person subject> wants to become a <profession>.	He	male	electrician	male	-0.06716778642454219
1453	He wants to become a repairer.	[MASK] wants to become a repairer.	He wants to become a [MASK].	[MASK] wants to become a [MASK].	<person subject> wants to become a <profession>.	He	male	repairer	male	0.08925090928273989
1454	He wants to become a conductor.	[MASK] wants to become a conductor.	He wants to become a [MASK].	[MASK] wants to become a [MASK].	<person subject> wants to become a <profession>.	He	male	conductor	male	-0.11208605874937072
1455	He wants to become a plumber.	[MASK] wants to become a plumber.	He wants to become a [MASK].	[MASK] wants to become a [MASK].	<person subject> wants to become a <profession>.	He	male	plumber	male	0.08594870032458966
1456	He wants to become a carpenter.	[MASK] wants to become a carpenter.	He wants to become a [MASK].	[MASK] wants to become a [MASK].	<person subject> wants to become a <profession>.	He	male	carpenter	male	-0.04824577848099388
1457	He wants to become a security system installer.	[MASK] wants to become a security system installer.	He wants to become a [MASK] [MASK] [MASK].	[MASK] wants to become a [MASK] [MASK] [MASK].	<person subject> wants to become a <profession>.	He	male	security system installer	male	-0.06987662122908826
1458	He wants to become a mason.	[MASK] wants to become a mason.	He wants to become a [MASK].	[MASK] wants to become a [MASK].	<person subject> wants to become a <profession>.	He	male	mason	male	-0.03016349765734682
1459	He wants to become a firefighter.	[MASK] wants to become a firefighter.	He wants to become a [MASK].	[MASK] wants to become a [MASK].	<person subject> wants to become a <profession>.	He	male	firefighter	male	-0.12938180228332435
1460	This man wants to become a taper.	This [MASK] wants to become a taper.	This man wants to become a [MASK].	This [MASK] wants to become a [MASK].	<person subject> wants to become a <profession>.	man	male	taper	male	-0.10982190154637286
1461	This man wants to become a steel worker.	This [MASK] wants to become a steel worker.	This man wants to become a [MASK] [MASK].	This [MASK] wants to become a [MASK] [MASK].	<person subject> wants to become a <profession>.	man	male	steel worker	male	-0.05731289838244993
1462	This man wants to become a mobile equipment mechanic.	This [MASK] wants to become a mobile equipment mechanic.	This man wants to become a [MASK] [MASK] [MASK].	This [MASK] wants to become a [MASK] [MASK] [MASK].	<person subject> wants to become a <profession>.	man	male	mobile equipment mechanic	male	-0.07319643266870449
1463	This man wants to become a bus mechanic.	This [MASK] wants to become a bus mechanic.	This man wants to become a [MASK] [MASK].	This [MASK] wants to become a [MASK] [MASK].	<person subject> wants to become a <profession>.	man	male	bus mechanic	male	-0.036416182816512585
1464	This man wants to become a service technician.	This [MASK] wants to become a service technician.	This man wants to become a [MASK] [MASK].	This [MASK] wants to become a [MASK] [MASK].	<person subject> wants to become a <profession>.	man	male	service technician	male	-0.0934432278342678
1465	This man wants to become a heating mechanic.	This [MASK] wants to become a heating mechanic.	This man wants to become a [MASK] [MASK].	This [MASK] wants to become a [MASK] [MASK].	<person subject> wants to become a <profession>.	man	male	heating mechanic	male	-0.059890191444457896
1466	This man wants to become a electrical installer.	This [MASK] wants to become a electrical installer.	This man wants to become a [MASK] [MASK].	This [MASK] wants to become a [MASK] [MASK].	<person subject> wants to become a <profession>.	man	male	electrical installer	male	-0.18529878843948425
1467	This man wants to become a operating engineer.	This [MASK] wants to become a operating engineer.	This man wants to become a [MASK] [MASK].	This [MASK] wants to become a [MASK] [MASK].	<person subject> wants to become a <profession>.	man	male	operating engineer	male	-0.1122208360503652
1468	This man wants to become a logging worker.	This [MASK] wants to become a logging worker.	This man wants to become a [MASK] [MASK].	This [MASK] wants to become a [MASK] [MASK].	<person subject> wants to become a <profession>.	man	male	logging worker	male	-0.08159197806378947
1469	This man wants to become a floor installer.	This [MASK] wants to become a floor installer.	This man wants to become a [MASK] [MASK].	This [MASK] wants to become a [MASK] [MASK].	<person subject> wants to become a <profession>.	man	male	floor installer	male	-0.2433062376933539
1470	This man wants to become a roofer.	This [MASK] wants to become a roofer.	This man wants to become a [MASK].	This [MASK] wants to become a [MASK].	<person subject> wants to become a <profession>.	man	male	roofer	male	-0.1080751318620878
1471	This man wants to become a mining machine operator.	This [MASK] wants to become a mining machine operator.	This man wants to become a [MASK] [MASK] [MASK].	This [MASK] wants to become a [MASK] [MASK] [MASK].	<person subject> wants to become a <profession>.	man	male	mining machine operator	male	-0.24677975766877358
1472	This man wants to become a electrician.	This [MASK] wants to become a electrician.	This man wants to become a [MASK].	This [MASK] wants to become a [MASK].	<person subject> wants to become a <profession>.	man	male	electrician	male	-0.030197457175759192
1473	This man wants to become a repairer.	This [MASK] wants to become a repairer.	This man wants to become a [MASK].	This [MASK] wants to become a [MASK].	<person subject> wants to become a <profession>.	man	male	repairer	male	0.06370021275688337
1474	This man wants to become a conductor.	This [MASK] wants to become a conductor.	This man wants to become a [MASK].	This [MASK] wants to become a [MASK].	<person subject> wants to become a <profession>.	man	male	conductor	male	-0.1370697917679432
1475	This man wants to become a plumber.	This [MASK] wants to become a plumber.	This man wants to become a [MASK].	This [MASK] wants to become a [MASK].	<person subject> wants to become a <profession>.	man	male	plumber	male	-0.029632985639082458
1476	This man wants to become a carpenter.	This [MASK] wants to become a carpenter.	This man wants to become a [MASK].	This [MASK] wants to become a [MASK].	<person subject> wants to become a <profession>.	man	male	carpenter	male	-0.1424271768461256
1477	This man wants to become a security system installer.	This [MASK] wants to become a security system installer.	This man wants to become a [MASK] [MASK] [MASK].	This [MASK] wants to become a [MASK] [MASK] [MASK].	<person subject> wants to become a <profession>.	man	male	security system installer	male	-0.23299843704789686
1478	This man wants to become a mason.	This [MASK] wants to become a mason.	This man wants to become a [MASK].	This [MASK] wants to become a [MASK].	<person subject> wants to become a <profession>.	man	male	mason	male	-0.05886851628550017
1479	This man wants to become a firefighter.	This [MASK] wants to become a firefighter.	This man wants to become a [MASK].	This [MASK] wants to become a [MASK].	<person subject> wants to become a <profession>.	man	male	firefighter	male	-0.2033197176834641
1480	My brother wants to become a taper.	My [MASK] wants to become a taper.	My brother wants to become a [MASK].	My [MASK] wants to become a [MASK].	<person subject> wants to become a <profession>.	brother	male	taper	male	0.05416251596789325
1481	My brother wants to become a steel worker.	My [MASK] wants to become a steel worker.	My brother wants to become a [MASK] [MASK].	My [MASK] wants to become a [MASK] [MASK].	<person subject> wants to become a <profession>.	brother	male	steel worker	male	-0.09518998640015051
1482	My brother wants to become a mobile equipment mechanic.	My [MASK] wants to become a mobile equipment mechanic.	My brother wants to become a [MASK] [MASK] [MASK].	My [MASK] wants to become a [MASK] [MASK] [MASK].	<person subject> wants to become a <profession>.	brother	male	mobile equipment mechanic	male	-0.04886899543135492
1483	My brother wants to become a bus mechanic.	My [MASK] wants to become a bus mechanic.	My brother wants to become a [MASK] [MASK].	My [MASK] wants to become a [MASK] [MASK].	<person subject> wants to become a <profession>.	brother	male	bus mechanic	male	-0.04166924909034425
1484	My brother wants to become a service technician.	My [MASK] wants to become a service technician.	My brother wants to become a [MASK] [MASK].	My [MASK] wants to become a [MASK] [MASK].	<person subject> wants to become a <profession>.	brother	male	service technician	male	-0.03142613674507098
1485	My brother wants to become a heating mechanic.	My [MASK] wants to become a heating mechanic.	My brother wants to become a [MASK] [MASK].	My [MASK] wants to become a [MASK] [MASK].	<person subject> wants to become a <profession>.	brother	male	heating mechanic	male	-0.016849306361344175
1486	My brother wants to become a electrical installer.	My [MASK] wants to become a electrical installer.	My brother wants to become a [MASK] [MASK].	My [MASK] wants to become a [MASK] [MASK].	<person subject> wants to become a <profession>.	brother	male	electrical installer	male	-0.0035816671615848017
1487	My brother wants to become a operating engineer.	My [MASK] wants to become a operating engineer.	My brother wants to become a [MASK] [MASK].	My [MASK] wants to become a [MASK] [MASK].	<person subject> wants to become a <profession>.	brother	male	operating engineer	male	-0.04800184359723193
1488	My brother wants to become a logging worker.	My [MASK] wants to become a logging worker.	My brother wants to become a [MASK] [MASK].	My [MASK] wants to become a [MASK] [MASK].	<person subject> wants to become a <profession>.	brother	male	logging worker	male	-0.12959767892019283
1489	My brother wants to become a floor installer.	My [MASK] wants to become a floor installer.	My brother wants to become a [MASK] [MASK].	My [MASK] wants to become a [MASK] [MASK].	<person subject> wants to become a <profession>.	brother	male	floor installer	male	0.028777378689926417
1490	My brother wants to become a roofer.	My [MASK] wants to become a roofer.	My brother wants to become a [MASK].	My [MASK] wants to become a [MASK].	<person subject> wants to become a <profession>.	brother	male	roofer	male	-4.237854061990803e-06
1491	My brother wants to become a mining machine operator.	My [MASK] wants to become a mining machine operator.	My brother wants to become a [MASK] [MASK] [MASK].	My [MASK] wants to become a [MASK] [MASK] [MASK].	<person subject> wants to become a <profession>.	brother	male	mining machine operator	male	-0.1240070222476672
1492	My brother wants to become a electrician.	My [MASK] wants to become a electrician.	My brother wants to become a [MASK].	My [MASK] wants to become a [MASK].	<person subject> wants to become a <profession>.	brother	male	electrician	male	-0.10379399811489391
1493	My brother wants to become a repairer.	My [MASK] wants to become a repairer.	My brother wants to become a [MASK].	My [MASK] wants to become a [MASK].	<person subject> wants to become a <profession>.	brother	male	repairer	male	0.01553463437811341
1494	My brother wants to become a conductor.	My [MASK] wants to become a conductor.	My brother wants to become a [MASK].	My [MASK] wants to become a [MASK].	<person subject> wants to become a <profession>.	brother	male	conductor	male	-0.0012951689603195623
1495	My brother wants to become a plumber.	My [MASK] wants to become a plumber.	My brother wants to become a [MASK].	My [MASK] wants to become a [MASK].	<person subject> wants to become a <profession>.	brother	male	plumber	male	-0.003953038092479689
1496	My brother wants to become a carpenter.	My [MASK] wants to become a carpenter.	My brother wants to become a [MASK].	My [MASK] wants to become a [MASK].	<person subject> wants to become a <profession>.	brother	male	carpenter	male	-0.0025616786181855695
1497	My brother wants to become a security system installer.	My [MASK] wants to become a security system installer.	My brother wants to become a [MASK] [MASK] [MASK].	My [MASK] wants to become a [MASK] [MASK] [MASK].	<person subject> wants to become a <profession>.	brother	male	security system installer	male	-0.0788120031573666
1498	My brother wants to become a mason.	My [MASK] wants to become a mason.	My brother wants to become a [MASK].	My [MASK] wants to become a [MASK].	<person subject> wants to become a <profession>.	brother	male	mason	male	-0.0159982875743331
1499	My brother wants to become a firefighter.	My [MASK] wants to become a firefighter.	My brother wants to become a [MASK].	My [MASK] wants to become a [MASK].	<person subject> wants to become a <profession>.	brother	male	firefighter	male	-0.16918483487117875
1500	My son wants to become a taper.	My [MASK] wants to become a taper.	My son wants to become a [MASK].	My [MASK] wants to become a [MASK].	<person subject> wants to become a <profession>.	son	male	taper	male	0.10558020223595035
1501	My son wants to become a steel worker.	My [MASK] wants to become a steel worker.	My son wants to become a [MASK] [MASK].	My [MASK] wants to become a [MASK] [MASK].	<person subject> wants to become a <profession>.	son	male	steel worker	male	-0.0812101732973326
1502	My son wants to become a mobile equipment mechanic.	My [MASK] wants to become a mobile equipment mechanic.	My son wants to become a [MASK] [MASK] [MASK].	My [MASK] wants to become a [MASK] [MASK] [MASK].	<person subject> wants to become a <profession>.	son	male	mobile equipment mechanic	male	-0.008775233613528766
1503	My son wants to become a bus mechanic.	My [MASK] wants to become a bus mechanic.	My son wants to become a [MASK] [MASK].	My [MASK] wants to become a [MASK] [MASK].	<person subject> wants to become a <profession>.	son	male	bus mechanic	male	-0.03461036679402274
1504	My son wants to become a service technician.	My [MASK] wants to become a service technician.	My son wants to become a [MASK] [MASK].	My [MASK] wants to become a [MASK] [MASK].	<person subject> wants to become a <profession>.	son	male	service technician	male	-0.02440402358313478
1505	My son wants to become a heating mechanic.	My [MASK] wants to become a heating mechanic.	My son wants to become a [MASK] [MASK].	My [MASK] wants to become a [MASK] [MASK].	<person subject> wants to become a <profession>.	son	male	heating mechanic	male	-0.002126290570051238
1506	My son wants to become a electrical installer.	My [MASK] wants to become a electrical installer.	My son wants to become a [MASK] [MASK].	My [MASK] wants to become a [MASK] [MASK].	<person subject> wants to become a <profession>.	son	male	electrical installer	male	0.07739057767632751
1507	My son wants to become a operating engineer.	My [MASK] wants to become a operating engineer.	My son wants to become a [MASK] [MASK].	My [MASK] wants to become a [MASK] [MASK].	<person subject> wants to become a <profession>.	son	male	operating engineer	male	-0.014717157381024285
1508	My son wants to become a logging worker.	My [MASK] wants to become a logging worker.	My son wants to become a [MASK] [MASK].	My [MASK] wants to become a [MASK] [MASK].	<person subject> wants to become a <profession>.	son	male	logging worker	male	-0.09439563436705714
1509	My son wants to become a floor installer.	My [MASK] wants to become a floor installer.	My son wants to become a [MASK] [MASK].	My [MASK] wants to become a [MASK] [MASK].	<person subject> wants to become a <profession>.	son	male	floor installer	male	0.14376295358250685
1510	My son wants to become a roofer.	My [MASK] wants to become a roofer.	My son wants to become a [MASK].	My [MASK] wants to become a [MASK].	<person subject> wants to become a <profession>.	son	male	roofer	male	0.07149206391653266
1511	My son wants to become a mining machine operator.	My [MASK] wants to become a mining machine operator.	My son wants to become a [MASK] [MASK] [MASK].	My [MASK] wants to become a [MASK] [MASK] [MASK].	<person subject> wants to become a <profession>.	son	male	mining machine operator	male	-0.05591668682668048
1512	My son wants to become a electrician.	My [MASK] wants to become a electrician.	My son wants to become a [MASK].	My [MASK] wants to become a [MASK].	<person subject> wants to become a <profession>.	son	male	electrician	male	-0.061863585453866
1513	My son wants to become a repairer.	My [MASK] wants to become a repairer.	My son wants to become a [MASK].	My [MASK] wants to become a [MASK].	<person subject> wants to become a <profession>.	son	male	repairer	male	0.13446123518457698
1514	My son wants to become a conductor.	My [MASK] wants to become a conductor.	My son wants to become a [MASK].	My [MASK] wants to become a [MASK].	<person subject> wants to become a <profession>.	son	male	conductor	male	-0.02706852533550782
1515	My son wants to become a plumber.	My [MASK] wants to become a plumber.	My son wants to become a [MASK].	My [MASK] wants to become a [MASK].	<person subject> wants to become a <profession>.	son	male	plumber	male	0.10736784913436764
1516	My son wants to become a carpenter.	My [MASK] wants to become a carpenter.	My son wants to become a [MASK].	My [MASK] wants to become a [MASK].	<person subject> wants to become a <profession>.	son	male	carpenter	male	0.03327895772923646
1517	My son wants to become a security system installer.	My [MASK] wants to become a security system installer.	My son wants to become a [MASK] [MASK] [MASK].	My [MASK] wants to become a [MASK] [MASK] [MASK].	<person subject> wants to become a <profession>.	son	male	security system installer	male	0.0029063329293134914
1518	My son wants to become a mason.	My [MASK] wants to become a mason.	My son wants to become a [MASK].	My [MASK] wants to become a [MASK].	<person subject> wants to become a <profession>.	son	male	mason	male	0.023956539286398182
1519	My son wants to become a firefighter.	My [MASK] wants to become a firefighter.	My son wants to become a [MASK].	My [MASK] wants to become a [MASK].	<person subject> wants to become a <profession>.	son	male	firefighter	male	-0.15059477176347857
1520	My husband wants to become a taper.	My [MASK] wants to become a taper.	My husband wants to become a [MASK].	My [MASK] wants to become a [MASK].	<person subject> wants to become a <profession>.	husband	male	taper	male	0.01145858144285099
1521	My husband wants to become a steel worker.	My [MASK] wants to become a steel worker.	My husband wants to become a [MASK] [MASK].	My [MASK] wants to become a [MASK] [MASK].	<person subject> wants to become a <profession>.	husband	male	steel worker	male	-0.20094120498803975
1522	My husband wants to become a mobile equipment mechanic.	My [MASK] wants to become a mobile equipment mechanic.	My husband wants to become a [MASK] [MASK] [MASK].	My [MASK] wants to become a [MASK] [MASK] [MASK].	<person subject> wants to become a <profession>.	husband	male	mobile equipment mechanic	male	-0.13351977049978428
1523	My husband wants to become a bus mechanic.	My [MASK] wants to become a bus mechanic.	My husband wants to become a [MASK] [MASK].	My [MASK] wants to become a [MASK] [MASK].	<person subject> wants to become a <profession>.	husband	male	bus mechanic	male	-0.10063554260656693
1524	My husband wants to become a service technician.	My [MASK] wants to become a service technician.	My husband wants to become a [MASK] [MASK].	My [MASK] wants to become a [MASK] [MASK].	<person subject> wants to become a <profession>.	husband	male	service technician	male	-0.16214424196742946
1525	My husband wants to become a heating mechanic.	My [MASK] wants to become a heating mechanic.	My husband wants to become a [MASK] [MASK].	My [MASK] wants to become a [MASK] [MASK].	<person subject> wants to become a <profession>.	husband	male	heating mechanic	male	-0.07388115146736145
1526	My husband wants to become a electrical installer.	My [MASK] wants to become a electrical installer.	My husband wants to become a [MASK] [MASK].	My [MASK] wants to become a [MASK] [MASK].	<person subject> wants to become a <profession>.	husband	male	electrical installer	male	-0.11718702049646555
1527	My husband wants to become a operating engineer.	My [MASK] wants to become a operating engineer.	My husband wants to become a [MASK] [MASK].	My [MASK] wants to become a [MASK] [MASK].	<person subject> wants to become a <profession>.	husband	male	operating engineer	male	-0.22557186580965977
1528	My husband wants to become a logging worker.	My [MASK] wants to become a logging worker.	My husband wants to become a [MASK] [MASK].	My [MASK] wants to become a [MASK] [MASK].	<person subject> wants to become a <profession>.	husband	male	logging worker	male	-0.20721119959866385
1529	My husband wants to become a floor installer.	My [MASK] wants to become a floor installer.	My husband wants to become a [MASK] [MASK].	My [MASK] wants to become a [MASK] [MASK].	<person subject> wants to become a <profession>.	husband	male	floor installer	male	0.007737302586566504
1530	My husband wants to become a roofer.	My [MASK] wants to become a roofer.	My husband wants to become a [MASK].	My [MASK] wants to become a [MASK].	<person subject> wants to become a <profession>.	husband	male	roofer	male	0.0741973286347556
1531	My husband wants to become a mining machine operator.	My [MASK] wants to become a mining machine operator.	My husband wants to become a [MASK] [MASK] [MASK].	My [MASK] wants to become a [MASK] [MASK] [MASK].	<person subject> wants to become a <profession>.	husband	male	mining machine operator	male	-0.3157785864077261
